s,s dot,E_k
0,0,0
0,0.05,0.238886326203088
5.921788535634608e-06,0.0999999996493242,0.955551460542565
1.77654235724927e-5,0.149999998246607,2.15001848346685
3.55310501171951e-5,0.199999995090432,3.82232894330066
5.92189001881506e-5,0.249999989479290,5.97254286731921
8.88292927683969e-5,0.299999980711535,8.60073877800393
0.000124362633740522,0.349999968085350,11.7070137144804
0.000165819415803672,0.399999950898700,15.2914832591402
0.000213200218372630,0.449999928449290,19.3542815694476
0.000266505707458986,0.499999900034530,23.8955614149335
0.000325736635534368,0.549999864951490,28.9154942193791
0.000390893841375755,0.599999822496857,34.4142701081908
0.000461978249892853,0.649999771966900,40.3920979609703
0.000538990871937540,0.699999712657425,46.8492054692826
0.000621932804095361,0.749999643863737,53.7858391996254
0.000710805228459086,0.799999564880597,61.2022646616043
0.000805609412384312,0.849999475002183,69.0987663813175
0.000906346708227106,0.899999373522052,77.4756479799550
0.00101301855306368,0.949999259733098,86.3332322576172
0.00112562646839211,0.999999132927511,95.6718612823579
0.00124417205981602,1.04999899239674,105.491896484459
0.00136865701671038,1.09999883743146,115.793718755940
0.00149908311186916,1.14999866732150,126.577728555314
0.00163545220113513,1.19999848135587,137.844346017589
0.00177776622301149,1.24999827882265,149.594011069534
0.00192602719825560,1.29999805900900,161.827183550205
0.00208023722945457,1.34999782120110,174.544343336745
0.00224039850058282,1.39999756468412,187.745990475472
0.00240651327654164,1.44999728874217,201.432645318254
0.00257858390268050,1.49999699265829,215.604848664191
0.00275661280430045,1.54999667571438,230.263161906601
0.00294060248613929,1.59999633719121,245.408167185341
0.00313055553183861,1.64999597636831,261.040467544448
0.00332647460339273,1.69999559252401,277.160687095143
0.00352836244057943,1.74999518493536,293.769471184177
0.00373622186037253,1.79999475287811,310.867486567563
0.00395005575633619,1.84999429562667,328.455421589688
0.00416986709800109,1.89999381245407,346.533986367821
0.00439565893022226,1.94999330263196,365.103912982046
0.00462743437251868,1.99999276543052,384.165955670616
0.00486519661839462,2.04999220011847,403.720891030763
0.00510894893464253,2.09999160596302,423.769518224961
0.00535869466062775,2.14999098222985,444.312659192689
0.00561443720755473,2.19999032818307,465.351158867677
0.00587618005771485,2.24998964308518,486.885885400677
0.00614392676371588,2.29998892619706,508.917730387784
0.00641768094769290,2.34998817677791,531.447609104307
0.00669744630050076,2.39998739408526,554.476460744227
0.00698322658088799,2.44998657737490,578.005248665263
0.00727502561465219,2.49998572590089,602.034960639567
0.00757284729377677,2.54998483891550,626.566609110069
0.00787669557554909,2.59998391566919,651.601231452506
0.00818657448165989,2.64998295541060,677.139890243164
0.00850248809728408,2.69998195738652,703.183673532334
0.00882444057014264,2.74998092084182,729.733695123555
0.00915243610954590,2.79997984501951,756.791094858631
0.00948647898541781,2.84997872916063,784.357038908480
0.00982657352730145,2.89997757250428,812.432720069841
0.0101727241233455,2.94997637428757,841.019358067853
0.0105249352192719,2.99997513374562,870.118199864582
0.0108832113173241,3.04997385011152,899.730519973486
0.0112475569751968,3.09997252261631,929.857620779879
0.0116179768049460,3.14997115048898,960.500832867440
0.0119944754718802,3.19996973295643,991.661515350782
0.0123770576934320,3.24996826924344,1023.34105621414
0.0127657282380111,3.29996675857270,1055.54087265622
0.0131604919238369,3.34996520016473,1088.26241144125
0.0135613536177524,3.39996359323793,1121.50714925624
0.0139683182340186,3.44996193700851,1155.27659307461
0.0143813907330887,3.49996023069050,1189.57228052611
0.0148005761203636,3.54995847349574,1224.39578027309
0.0152258794449266,3.59995666463384,1259.74869239332
0.0156573057982592,3.64995480331221,1295.63264876923
0.0160948603129368,3.69995288873602,1332.04931348373
0.0165385481613042,3.74995092010820,1369.00038322260
0.0169883745541311,3.79994889662942,1406.48758768363
0.0174443447392480,3.84994681749809,1444.51268999243
0.0179064640001612,3.89994468191037,1483.07748712501
0.0183747376546481,3.94994248906013,1522.18381033733
0.0188491710533319,3.99994023813897,1561.83352560165
0.0193297695782354,4.04993792833619,1602.02853404994
0.0198165386413152,4.09993555883884,1642.77077242437
0.0203094836829746,4.14993312883165,1684.06221353491
0.0208086101705553,4.19993063749708,1725.90486672414
0.0213139235968096,4.24992808401529,1768.30077833941
0.0218254294783501,4.29992546756416,1811.25203221232
0.0223431333540794,4.34992278731929,1854.76075014570
0.0228670407835980,4.39992004245400,1898.82909240810
0.0233971573455913,4.44991723213933,1943.45925823601
0.0239334886361947,4.49991435554405,1988.65348634363
0.0244760402673376,4.54991141183467,2034.41405544070
0.0250248178650656,4.59990840017545,2080.74328475803
0.0255798270678405,4.64990531972841,2127.64353458119
0.0261410735248189,4.69990216965332,2175.11720679229
0.0267085628941086,4.74989894910776,2223.16674541996
0.0272823008410022,4.79989565724708,2271.79463719773
0.0278622930361895,4.84989229322445,2321.00341213081
0.0284485451539461,4.89988885619086,2370.79564407147
0.0290410628703003,4.94988534529516,2421.17395130311
0.0296398518611766,4.99988175968404,2472.14099713314
0.0302449178005167,5.04987809850208,2523.69949049481
0.0308562663583770,5.09987436089179,2575.85218655811
0.0314739031990029,5.14987054599359,2628.60188734987
0.0320978339788800,5.19986665294585,2681.95144238324
0.0327280643447609,5.24986268088494,2735.90374929661
0.0333645999316689,5.29985862894522,2790.46175450221
0.0340074463608774,5.34985449625912,2845.62845384451
0.0346566092378652,5.39985028195710,2901.40689326851
0.0353120941502473,5.44984598516778,2957.80016949821
0.0359739066656813,5.49984160501786,3014.81143072528
0.0366420523297489,5.54983714063227,3072.44387730824
0.0373165366638126,5.59983259113412,3130.70076248221
0.0379973651628471,5.64982795564480,3189.58539307950
0.0386845432932453,5.69982323328396,3249.10113026115
0.0393780764905986,5.74981842316963,3309.25139025965
0.0400779701574520,5.79981352441820,3370.03964513305
0.0407842296610321,5.84980853614451,3431.46942353064
0.0414968603309497,5.89980345746186,3493.54431147043
0.0422158674568756,5.94979828748210,3556.26795312855
0.0429412562861895,5.99979302531566,3619.64405164099
0.0436730320216019,6.04978767007161,3683.67636991765
0.0444111998187494,6.09978222085770,3748.36873146921
0.0451557647837610,6.14977667678046,3813.72502124679
0.0459067319707984,6.19977103694522,3879.74918649486
0.0466641063795672,6.24976530045620,3946.44523761751
0.0474278929527997,6.29975946641655,4013.81724905844
0.0481980965737098,6.34975353392843,4081.86936019492
0.0489747220634185,6.39974750209308,4150.60577624590
0.0497577741783501,6.44974137001091,4220.03076919470
0.0505472576075996,6.49973513678153,4290.14867872645
0.0513431769702698,6.54972880150385,4360.96391318075
0.0521455368127784,6.59972236327618,4432.48095051954
0.0529543416061348,6.64971582119625,4504.70433931093
0.0537695957431861,6.69970917436137,4577.63869972897
0.0545913035358322,6.74970242186844,4651.28872456977
0.0554194692122097,6.79969556281410,4725.65918028456
0.0562540969138435,6.84968859629477,4800.75490802965
0.0570951906927670,6.89968152140678,4876.58082473402
0.0579427545086095,6.94967433724644,4953.14192418463
0.0587967922256512,6.99966704291015,5030.44327813011
0.0596573076098446,7.04965963749448,5108.49003740299
0.0605243043258030,7.09965212009631,5187.28743306101
0.0613977859337547,7.14964448981291,5266.84077754799
0.0622777558864631,7.19963674574203,5347.15546587449
0.0631642175261122,7.24962888698204,5428.23697681892
0.0640571740811571,7.29962091263204,5510.09087414949
0.0649566286631392,7.34961282179198,5592.72280786741
0.0658625842634650,7.39960461356273,5676.13851547193
0.0667750437501495,7.44959628704627,5760.34382324762
0.0676940098645221,7.49958784134578,5845.34464757461
0.0686194852178961,7.54957927556576,5931.14699626199
0.0695514722882002,7.59957058881217,6017.75696990527
0.0704899734165722,7.64956178019257,6105.18076326818
0.0714349908039141,7.69955284881625,6193.42466668967
0.0723865265074085,7.74954379379437,6282.49506751637
