s,s dot,E_k
0,0,0
0,0.05,0.00652888976626083
5.921788535634608e-06,0.0999999996493242,0.0261167342866509
1.77654235724927e-5,0.149999998246607,0.0587679409673853
3.55310501171951e-5,0.199999995090432,0.104490444981068
5.92189001881506e-5,0.249999989479290,0.163295712673922
8.88292927683969e-5,0.299999980711535,0.235198746561668
0.000124362633740522,0.349999968085350,0.320218091917264
0.000165819415803672,0.399999950898700,0.418375844954733
0.000213200218372630,0.449999928449290,0.529697662614312
0.000266505707458986,0.499999900034530,0.654212773955237
0.000325736635534368,0.549999864951490,0.791953993163562
0.000390893841375755,0.599999822496857,0.942957734183294
0.000461978249892853,0.649999771966900,1.10726402698046
0.000538990871937540,0.699999712657425,1.28491653545047
0.000621932804095361,0.749999643863737,1.47596257698053
0.000710805228459086,0.799999564880597,1.68045314367964
0.000805609412384312,0.849999475002183,1.89844292529014
0.000906346708227106,0.899999373522052,2.12999033379549
0.00101301855306368,0.949999259733098,2.37515752974053
0.00112562646839211,0.999999132927511,2.63401045028118
0.00124417205981602,1.04999899239674,2.90661883898197
0.00136865701671038,1.09999883743146,3.19305627738091
0.00149908311186916,1.14999866732150,3.49340021834217
0.00163545220113513,1.19999848135587,3.80773202121872
0.00177776622301149,1.24999827882265,4.13613698884761
0.00192602719825560,1.29999805900900,4.47870440640272
0.00208023722945457,1.34999782120110,4.83552758212993
0.00224039850058282,1.39999756468412,5.20670388999216
0.00240651327654164,1.44999728874217,5.59233481425177
0.00257858390268050,1.49999699265829,5.99252599602058
0.00275661280430045,1.54999667571438,6.40738728180794
0.00294060248613929,1.59999633719121,6.83703277409880
0.00313055553183861,1.64999597636831,7.28158088399594
0.00332647460339273,1.69999559252401,7.74115438596094
0.00352836244057943,1.74999518493536,8.21588047469127
0.00373622186037253,1.79999475287811,8.70589082417048
0.00395005575633619,1.84999429562667,9.21132164893146
0.00416986709800109,1.89999381245407,9.73231376757426
0.00439565893022226,1.94999330263196,10.2690126685815
0.00462743437251868,1.99999276543052,10.8215685784735
0.00486519661839462,2.04999220011847,11.3901365323539
0.00510894893464253,2.09999160596302,11.9748764468872
0.00535869466062775,2.14999098222985,12.5759531957636
0.00561443720755473,2.19999032818307,13.1935366876997
0.00587618005771485,2.24998964308518,13.8278019470279
0.00614392676371588,2.29998892619706,14.4789291969311
0.00641768094769290,2.34998817677791,15.1471039453791
0.00669744630050076,2.39998739408526,15.8325170738253
0.00698322658088799,2.44998657737490,16.5353649287262
0.00727502561465219,2.49998572590089,17.2558494159446
0.00757284729377677,2.54998483891550,17.9941780981045
0.00787669557554909,2.59998391566919,18.7505642949648
0.00818657448165989,2.64998295541060,19.5252271868779
0.00850248809728408,2.69998195738652,20.3183919214124
0.00882444057014264,2.74998092084182,21.1302897232085
0.00915243610954590,2.79997984501951,21.9611580071449
0.00948647898541781,2.84997872916063,22.8112404949000
0.00982657352730145,2.89997757250428,23.6807873349830
0.0101727241233455,2.94997637428757,24.5700552263287
0.0105249352192719,2.99997513374562,25.4793075455330
0.0108832113173241,3.04997385011152,26.4088144778322
0.0112475569751968,3.09997252261631,27.3588531519062
0.0116179768049460,3.14997115048898,28.3297077786152
0.0119944754718802,3.19996973295643,29.3216697937566
0.0123770576934320,3.24996826924344,30.3350380049563
0.0127657282380111,3.29996675857270,31.3701187427930
0.0131604919238369,3.34996520016473,32.4272260162678
0.0135613536177524,3.39996359323793,33.5066816727312
