s,q1
0,-0.213708282228619
0.1,-0.277824824981801
0.2,-0.281241149960629
0.30000000000000004,-0.204095279471804
0.4,-0.0115132249521055
0.5,-1.25297262286702 + pi/2
0.6,-2.41578980580074 + pi
0.7,-2.03497817234446 + pi
0.7999999999999999,-1.71988018704843 + pi
0.8999999999999999,-1.45415199719635 + pi
0.9999999999999999,-1.21284847806357 + pi
