s,q2
0,1.50825556499841,0
0.1,1.81026603451513
0.2,2.06434042471714
0.30000000000000004,2.27468561625602
0.4,2.43027143585757
0.5,2.50594524573403
0.6,2.47956919741120
0.7,2.35985087043689
0.7999999999999999,2.17426270409250
0.8999999999999999,1.94140999125829
0.9999999999999999,1.66468420190241
